bathrooms,bedrooms,latitude,longitude,price,photos_num,description_len,features_len,Elevator,Cats Allowed,Hardwood Floors,Dogs Allowed,Doorman,Dishwasher,No Fee,Laundry in Building,Fitness Center,Pre-War,Laundry in Unit,Roof Deck,Outdoor Space,Dining Room,High Speed Internet,Balcony,Swimming Pool,Laundry In Building,New Construction,Terrace,studio,created_delta,building_id_ct,manager_id_ct,interest_level
5.0,4,40.7544,-73.9699,19999,9,76,13,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,-2399853.6,1,44,0
2.0,4,40.7318,-73.9822,4700,5,85,13,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,-2417101.7,63,210,0
1.0,0,40.7081,-74.0065,3550,8,97,7,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,-2219641.2,165,8,0
1.0,1,40.7688,-73.9547,2900,6,83,5,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-2310445.7,14,107,0
1.0,1,40.7354,-74.0054,3695,4,113,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2271352.2,20,12,0
1.0,2,40.7812,-73.953,2950,5,132,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2339462.0,8,78,2
1.0,2,40.7278,-73.9809,3490,2,58,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2427020.4,37,18,0
1.0,2,40.7278,-73.9809,3490,2,55,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2245596.8,37,10,0
1.0,1,40.7394,-73.9809,2350,2,62,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2444676.2,8286,17,0
1.0,2,40.656,-73.9581,1900,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2418401.6,1,20,2
2.0,2,40.7763,-73.9465,3800,5,68,7,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-2425820.4,8286,25,0
1.0,1,40.7222,-73.9824,3350,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2436039.1,8286,22,0
1.0,0,40.7606,-73.9963,2490,7,141,12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,-2357785.9,95,51,0
1.0,0,40.7441,-73.9973,2800,5,39,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2414973.5,21,10,0
1.0,0,40.7601,-73.9901,2095,7,102,6,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-2296020.4,8286,107,0
2.0,3,40.7906,-73.9687,6000,5,291,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,-2279883.9,39,7,0
1.0,1,40.7568,-73.9982,4130,8,60,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2375197.4,275,7,0
1.0,1,40.7818,-73.9528,2700,6,157,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2416931.8,9,167,1
4.0,5,40.7584,-73.9653,11800,7,122,12,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,-2310397.3,6,305,0
1.0,2,40.7242,-73.9892,3800,11,123,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2284683.7,2,2533,2
1.0,0,40.678,-73.9909,2450,12,156,10,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2383460.1,14,8,2
1.0,1,40.774,-73.9893,3075,1,99,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2271537.9,23,26,0
2.0,2,40.7645,-73.984,5695,3,124,5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2296155.6,106,256,0
2.0,4,40.7199,-73.9828,6495,6,114,6,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-2262745.5,2,61,1
1.0,0,40.749,-73.8901,1450,9,60,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2202717.1,8286,5,0
1.0,1,40.7454,-73.9845,3650,4,38,6,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2416808.8,44,10,0
1.0,1,40.7551,-73.9928,3020,4,189,11,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,-2304636.6,41,50,1
1.0,1,40.7817,-73.9795,2600,6,87,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2435226.8,4,60,1
1.0,1,40.7609,-73.986,4095,0,3,8,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,-2425677.5,82,4,0
1.0,2,40.7792,-73.9511,3139,4,88,5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2443189.6,13,115,1
1.0,2,40.7465,-73.9803,3895,14,221,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2236404.7,54,5,0
1.0,1,40.7233,-73.9946,3695,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2339945.1,13,210,0
1.0,0,40.7461,-73.9757,2700,10,99,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2409309.2,141,12,0
1.0,3,40.6907,-73.9216,3100,6,85,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2228593.6,8286,19,0
1.0,1,40.7572,-73.9648,3000,5,49,5,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2288643.6,33,146,0
1.0,0,40.7047,-74.0075,2950,3,187,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2379512.8,141,27,0
2.0,2,40.7333,-73.975,4952,9,55,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2271096.3,23,169,0
1.0,2,40.7752,-73.9506,2900,7,138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2253883.0,8286,73,0
1.0,0,40.7939,-73.9418,1550,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2210761.6,4,36,1
1.0,3,40.8207,-73.9557,3000,9,216,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2409331.8,8286,2533,0
2.0,1,40.7158,-73.9407,3500,0,59,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2358262.7,8286,2,0
1.0,1,40.7689,-73.9678,4300,7,103,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2280093.5,5,69,0
1.0,1,40.71,-74.0143,3425,7,130,9,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-2228235.4,77,711,0
1.0,1,40.7412,-73.9772,2950,5,80,7,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-2408542.2,131,82,0
1.0,0,40.7817,-73.9497,1950,4,159,11,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-2434505.7,42,169,1
1.0,0,40.7075,-74.0059,2575,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2297584.6,98,402,0
1.0,0,40.7439,-73.9979,2450,5,113,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2314466.3,11,56,0
2.0,2,40.7681,-73.9563,5195,8,149,5,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-2340347.1,26,85,0
1.0,1,40.7516,-73.8237,1650,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2306387.8,2,2533,0
2.0,3,40.7796,-73.9528,9226,6,95,13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,-2310505.9,48,17,0
1.0,2,40.7617,-73.9626,2900,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2444275.1,19,33,1
1.0,3,40.7413,-73.9779,4400,5,102,9,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-2400888.9,125,115,1
1.0,1,40.7354,-74.0054,3695,4,111,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2271184.6,20,16,0
2.0,3,40.7795,-73.9594,10750,4,86,5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2218798.2,8,101,0
3.0,3,40.745,-73.9863,15000,8,254,12,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,-2391947.9,50,299,0
1.0,1,40.8061,-73.9471,2695,4,206,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2349542.0,8286,4,0
1.0,1,40.7594,-73.9905,2350,6,98,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2252992.1,3,169,2
1.0,1,40.7334,-74.0047,5550,4,74,7,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2301922.7,101,12,0
1.0,2,40.7032,-73.9914,5542,12,106,14,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,-2356789.1,55,63,0
1.0,2,40.7396,-74.0035,5400,11,51,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2434690.1,17,18,0
1.0,2,40.6874,-73.9582,3000,5,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2289110.5,1,1,0
2.0,2,40.795,-73.9659,6060,8,105,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2271443.2,5,711,0
1.0,1,40.7373,-73.9961,4400,9,50,9,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-2287613.3,21,32,0
1.0,2,40.7695,-73.9603,3300,3,122,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2434205.3,92,214,1
1.0,2,40.8532,-73.9301,1750,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2243991.7,6,77,1
1.0,2,40.6665,-73.9783,2950,8,62,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2304316.5,3,4,1
1.0,1,40.7993,-73.9689,2400,5,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2366369.1,7,2533,0
1.0,0,40.7481,-73.9748,2700,5,140,8,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-2280101.1,54,210,0
1.0,1,40.728,-73.9832,2600,2,71,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2425730.5,8286,26,0
1.0,1,40.7619,-73.9854,3778,7,78,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2408885.7,32,169,0
1.0,1,40.7937,-73.9761,2660,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2375531.9,8286,23,0
1.0,0,40.7053,-74.0161,2500,0,14,5,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-2427358.8,8286,13,0
1.0,2,40.7773,-73.9457,3195,5,46,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2291922.8,21,64,0
1.0,1,40.6575,-73.9505,1950,6,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2296541.2,1,1,1
1.0,1,40.7723,-73.948,2400,5,74,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2330849.8,18,36,0
1.0,2,40.7673,-73.9922,3195,8,158,15,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,-2375132.7,21,52,1
1.0,1,40.7184,-73.9552,4850,4,48,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-2410065.0,8286,10,0
1.0,1,40.7709,-73.9496,2075,5,63,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2310335.5,10,162,1
1.0,2,40.7805,-73.947,2800,6,59,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2211349.8,4,40,0
1.0,1,40.7075,-73.9504,2450,1,111,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2202301.5,2,62,0
1.0,1,40.7343,-74.0094,3995,5,89,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2366458.2,10,73,0
2.0,2,40.7631,-73.9632,5295,8,66,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2280491.5,8286,21,0
1.0,0,40.7263,-73.9847,2300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2254422.7,14,402,0
1.0,1,40.722,-73.9819,2950,5,26,6,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,-2347804.5,6,133,0
1.0,2,40.8612,-73.9286,1900,11,97,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2366091.2,8286,19,0
1.0,1,40.7372,-73.9981,3700,8,57,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2305752.3,74,17,0
1.0,3,40.7077,-74.009,3960,10,90,7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2362226.0,141,83,0
2.0,3,40.7404,-73.9849,5400,6,50,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2288062.0,8286,17,0
3.0,3,40.7669,-73.9621,11000,8,116,11,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,-2365180.3,29,276,0
1.0,0,40.7248,-73.9885,2350,4,38,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2374540.6,22,87,0
1.0,1,40.7182,-73.9485,4400,6,207,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2306096.8,2,8,0
1.0,0,40.8198,-73.9578,1695,3,206,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2253802.4,8286,32,0
2.0,2,40.7793,-73.9515,5995,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2297641.6,3,402,0
1.0,1,40.7548,-73.9944,3450,5,143,9,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-2228176.8,85,711,0
1.0,0,40.7604,-73.9875,2700,6,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2383413.9,8286,71,0
1.0,2,40.7366,-73.9934,4300,4,71,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2295941.9,63,98,0
1.0,2,40.7078,-74.0138,2550,4,216,12,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,-2279010.5,14,316,2
1.0,1,40.7266,-73.9999,4400,9,67,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2280406.0,8286,2533,0
1.0,4,40.7993,-73.9603,5250,6,93,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2280088.1,13,35,0
1.0,0,40.7536,-73.9739,2200,3,63,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2305829.4,116,59,0
1.0,1,40.7551,-73.9925,3500,6,72,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2219574.6,2,276,0
1.0,1,40.7685,-73.9895,3845,7,129,9,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2340555.8,10,711,0
1.0,0,40.7294,-73.9814,2300,4,19,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2365548.0,4,19,0
2.0,3,40.7693,-73.9529,3900,7,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2427375.9,8286,51,0
1.0,2,40.797,-73.9363,1850,6,157,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2227656.0,6,14,1
2.0,2,40.7655,-73.9279,3200,17,119,5,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-2262701.7,1,62,1
1.0,1,40.69,-73.9919,3800,4,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2434844.9,26,32,0
1.0,1,40.7749,-73.9782,2900,5,43,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2357674.9,36,114,1
1.0,0,40.7881,-73.9686,1795,5,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2427639.9,1,26,2
1.0,2,40.8273,-73.945,2000,6,57,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2358134.0,8286,222,0
1.0,0,40.7973,-73.9405,1500,4,45,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2326385.6,8286,30,2
1.0,0,40.7601,-73.9901,2095,3,78,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2261616.7,133,41,1
1.0,2,40.852,-73.9358,2350,7,54,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2315037.5,8286,222,0
1.0,1,40.7392,-74.0009,5500,4,234,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2306098.6,1,2,0
1.0,0,40.7793,-73.9496,1775,2,37,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2396660.6,14,26,2
1.0,3,40.7628,-73.985,4995,5,76,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2426908.9,24,59,0
2.0,1,40.7456,-73.9797,4495,7,164,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2297402.0,28,82,0
1.0,1,40.7717,-73.9518,2650,3,53,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2210989.6,8286,85,0
1.0,0,40.8265,-73.946,1250,3,109,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2435234.1,8286,16,0
1.0,2,40.7544,-73.9956,2595,6,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2238549.7,2,159,0
1.5,2,40.729,-73.9785,3150,6,288,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2375000.2,5,25,0
1.0,1,40.7183,-74.0147,4475,4,154,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2401335.6,8286,17,0
1.0,2,40.7769,-73.9531,2850,3,61,6,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-2399901.7,17,63,0
1.0,1,40.7645,-73.984,3380,4,68,10,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,-2323307.3,106,210,0
1.0,1,40.7942,-73.966,6025,7,69,6,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2357354.4,9,62,0
1.0,3,40.8252,-73.9515,2500,8,119,15,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-2262621.7,7,141,0
1.0,2,40.732,-73.9745,3400,6,164,6,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2366482.6,1,25,0
3.0,2,40.7387,-74.0092,12500,4,155,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2391908.1,35,2533,0
1.0,0,40.8184,-73.9389,1350,3,235,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2219260.9,2,46,2
1.0,1,42.3033,-71.2133,2889,13,1,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2408954.7,2,2,0
1.0,3,40.6959,-73.9024,2850,10,37,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2232222.8,5,32,0
1.0,0,40.7461,-73.9776,2200,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2364982.5,3,78,0
1.0,2,40.8135,-73.9559,2650,4,60,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2366836.3,8286,2,0
1.0,1,40.7462,-73.9757,3465,5,39,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2331006.9,141,8,0
1.0,1,40.7491,-73.9789,3800,7,121,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-2375094.0,72,711,0
1.0,2,40.7114,-74.0163,3675,6,42,8,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-2365190.7,8,14,1
1.0,0,40.7062,-74.0099,2650,4,111,10,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-2435617.6,111,62,0
1.0,0,40.7775,-73.9784,2150,2,134,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2417343.3,29,233,0
1.0,3,40.7594,-73.9712,4325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2287890.7,50,2533,0
1.0,1,40.7486,-73.9805,3750,3,79,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2280359.8,8286,2533,0
1.0,2,40.7316,-73.9839,3400,11,95,10,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2227365.2,51,83,1
1.0,0,40.7473,-73.9738,2700,2,56,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2357867.9,28,47,0
1.0,0,40.7732,-73.948,2400,5,38,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2235699.8,20,146,0
1.0,2,40.7773,-73.947,2750,5,84,13,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,-2304475.2,7,91,2
1.0,2,40.6604,-73.9862,2500,7,120,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2202341.3,2,8,2
2.0,3,40.7674,-73.9837,5200,7,124,6,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-2287555.8,48,41,1
1.0,3,40.8035,-73.9567,3750,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2339236.9,3,410,0
2.0,2,40.7924,-73.9741,7800,10,31,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2392142.1,11,59,0
1.0,2,40.7081,-74.0065,2500,5,146,8,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-2218468.9,165,316,2
1.0,1,40.7783,-73.9523,3500,1,47,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2400884.8,46,330,0
1.0,2,40.7575,-73.9625,3400,5,118,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2399854.1,71,26,0
1.0,0,40.7714,-73.9568,2650,3,141,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-2270260.1,1,47,0
1.0,1,40.7366,-73.9814,2695,4,70,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2426218.2,1,29,2
1.0,2,40.7466,-73.9779,3200,4,84,6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2416643.8,105,212,2
1.5,5,40.6822,-73.9578,5000,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2244113.4,2,410,0
1.0,2,40.7008,-73.9935,3100,3,21,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2297656.6,8286,17,0
1.0,0,40.7301,-73.9942,2600,3,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2365829.4,56,206,0
1.0,3,40.7804,-73.9513,4750,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2408925.5,26,410,0
1.0,1,40.789,-73.9756,3300,4,107,9,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,-2219147.4,49,60,0
1.0,2,40.8344,-73.9411,2050,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2374507.9,6,114,1
1.0,1,40.7716,-73.9506,3200,6,104,8,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-2310466.4,79,18,0
2.0,3,40.7801,-73.9803,4800,10,76,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-2348782.9,5,73,0
1.0,1,40.6988,-73.9939,2650,6,115,6,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2271440.8,17,711,0
2.0,3,40.7448,-74.0052,6200,7,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2244765.3,24,114,0
1.0,1,40.7705,-73.9485,2175,8,43,5,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-2296038.4,27,120,0
1.0,0,40.7359,-74.0062,2595,3,167,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2310392.4,1,27,1
1.0,1,40.8668,-73.9277,1550,5,143,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2219983.6,8286,2,0
2.0,2,40.7797,-73.9446,4795,16,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2210583.8,8286,2533,0
1.0,1,40.761,-73.9935,3400,7,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2218668.4,8,7,0
1.0,4,40.7801,-73.9544,4700,6,61,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2356415.8,16,50,0
